id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
442,,31512,,,,"(800) 359-2163 - Toll-free",,,,,
443,,18675,,,,"(309) 663-8275 - Voice",,,,,
444,,20442,,,,"(309) 663-8275 - Voice",,,,,
445,,20443,,,,"(309) 663-8275 - Voice",,,,,
446,,633,,,,"(309) 365-8021 - Voice",,,,,
447,,14829,,,,"(217) 442-9026 - Voice",,,,,
448,,14830,,,,"(217) 442-9026 - Voice",,,,,
449,,14831,,,,"(217) 442-9026 - Voice",,,,,
450,,14833,,,,"(217) 442-9026 - Voice",,,,,
451,,14834,,,,"(217) 442-9026 - Voice",,,,,
452,,14835,,,,"(217) 442-9026 - Voice",,,,,
453,,20217,,,,"(217) 344-5433 - Voice",,,,,
454,,20218,,,,"(217) 344-5433 - Voice",,,,,
455,,24067,,,,"(217) 344-5433 - Voice",,,,,
456,,14868,,,,"(217) 443-5000 - Voice",,,,,
457,,30729,,,,"(217) 443-5000 - 8401 - Voice",,,,,
458,,19469,,,,"(217) 431-4290 - Voice",,,,,
459,,19471,,,,"(217) 431-4290 - Voice",,,,,
460,,19472,,,,"(217) 431-4080 - Voice",,,,,
461,,21687,,,,"(217) 282-9852 - Voice",,,,,
462,,14688,,,,"(217) 384-3536 - Voice",,,,,
463,,14537,,,,"(217) 344-7297 - Voice",,,,,
464,,14538,,,,"(217) 344-7297 - Voice",,,,,
465,,14539,,,,"(217) 344-7297 - Voice",,,,,
466,,20633,,,,"(217) 344-7297 - Voice",,,,,
467,,30708,,,,"(217) 344-7297 - Voice",,,,,
468,,14645,,,,"(217) 384-3780 - Voice - Juvenile Detention Center",,,,,
469,,14646,,,,"(217) 384-3780 - Voice - Juvenile Detention Center",,,,,
470,,14132,,,,"(217) 384-3784 - Voice",,,,,
471,,14133,,,,"(217) 384-3784 - Voice",,,,,
472,,14458,,,,"(217) 384-3733 - Voice - Main Number",,,,,
473,,14650,,,,"(217) 373-2827 - Voice",,,,,
474,,22814,,,,"(217) 373-2827 - Voice",,,,,
475,,14524,,,,"(217) 352-7961 - Voice",,,,,
476,,14527,,,,"(217) 352-7961 - Voice",,,,,
477,,14528,,,,"(217) 352-7961 - Voice",,,,,
478,,14529,,,,"(217) 352-7961 - Voice",,,,,
479,,14530,,,,"(217) 352-7961 - Voice",,,,,
480,,14531,,,,"(217) 352-7961 - Voice",,,,,
481,,14532,,,,"(217) 352-7961 - Voice",,,,,
482,,14533,,,,"(217) 352-7961 - Voice",,,,,
483,,14565,,,,"(217) 352-7961 - Voice",,,,,
484,,14597,,,,"(217) 531-4432 - Voice - Valerie Kress, Program Coordinator",,,,,
485,,15244,,,,"(217) 352-7961 - Voice",,,,,
486,,15245,,,,"(217) 352-7961 - Voice",,,,,
487,,15651,,,,"(217) 352-7961 - Voice",,,,,
488,,16204,,,,"(217) 352-7961 - Voice",,,,,
489,,22409,,,,"(217) 352-7961 - Voice",,,,,
490,,24865,,,,"(217) 352-7961 - Voice",,,,,
491,,24866,,,,"(217) 352-7961 - Voice",,,,,
492,,30735,,,,"(217) 352-7961 - Voice",,,,,
493,,21389,,,,"(217) 893-0832 - Voice",,,,,
494,,14522,,,,"(217) 239-1152 - Voice",,,,,
495,,14018,,,,"(217) 402-5683 - Voice - Appointment Line",,,,,
496,,14020,,,,"(217) 402-5683 - Voice - Appointment Line",,,,,
497,,31475,,,,"(217) 402-5683 - Voice - Appointment Line",,,,,
498,,14166,,,,"(217) 403-8700 - Voice",,,,,
499,,14140,,,,"(217) 403-6120 - Voice",,,,,
500,,30631,,,,"(217) 403-6120 - Voice",,,,,
501,,14089,,,,"(217) 244-9494 - Voice",,,,,
502,,14207,,,,"(217) 344-8455 - Voice",,,,,
503,,14257,,,,"(217) 344-8455 - Voice",,,,,
504,,16297,,,,"(217) 344-8455 - Voice",,,,,
505,,14611,,,,"(217) 333-3704 - Voice - Counseling Center",,,,,
506,,30966,,,,"(217) 333-3704 - Voice - Counseling Center",,,,,
507,,14142,,,,"(217) 384-3616 - Voice",,,,,
508,,14143,,,,"(217) 384-3616 - Voice",,,,,
509,,14144,,,,"(217) 384-3616 - Voice",,,,,
510,,14614,,,,"(217) 355-1750 - Voice",,,,,
511,,14619,,,,"(217) 355-1750 - Voice",,,,,
512,,1614,,,,"(309) 663-8275 - Voice",,,,,
513,,18659,,,,"(309) 663-8275 - Voice",,,,,
514,,18662,,,,"(309) 663-8275 - Voice",,,,,
515,,18663,,,,"(309) 663-8275 - Voice",,,,,
516,,18665,,,,"(309) 663-8275 - Voice",,,,,
517,,18673,,,,"(309) 663-8275 - Voice",,,,,
518,,18674,,,,"(309) 663-8275 - Voice",,,,,
519,,14836,,,,"(217) 442-9026 - Voice",,,,,
520,,22989,,,,"(217) 442-9026 - Voice",,,,,
521,,14581,,,,"(217) 344-5433 - Voice",,,,,
522,,14610,,,,"(217) 344-5433 - Voice",,,,,
523,,20212,,,,"(217) 344-5433 - Voice",,,,,
524,,20213,,,,"(217) 344-5433 - Voice",,,,,
525,,20214,,,,"(217) 344-5433 - Voice",,,,,
526,,20215,,,,"(217) 344-5433 - Voice",,,,,
527,,14807,,,,"(217) 552-3331 - Voice - Sally Denhart - Ramp Info",,,,,
528,,14808,,,,,,,,,
529,,14464,,,,"(217) 418-5888 - Voice - Appointments Only",,,,,
530,,14465,,,,"(217) 418-5888 - Voice - Appointments Only",,,,,
531,,19326,,,,,,,,,
532,,14644,,,,,,,,,
533,,14566,,,,"(217) 359-6261 - Voice",,,,,
534,,14481,,,,"(217) 384-3826 - Voice",,,,,
535,,30771,,,,"(217) 384-3826 - Voice",,,,,
536,,14460,,,,"(217) 384-8625 - Voice - Victim Services",,,,,
537,,14461,,,,"(217) 384-8625 - Voice - Victim Services",,,,,
538,,21948,,,,"(217) 384-3733 - Voice - Main Number",,,,,
539,,15365,,,,"(217) 359-5333 - Voice",,,,,
540,,15366,,,,"(217) 359-5333 - Voice",,,,,
541,,20724,,,,"(217) 359-5333 - Voice",,,,,
542,,14061,,,,"(217) 352-9433 - Voice",,,,,
543,,14065,,,,"(217) 352-9433 - Voice",,,,,
544,,14066,,,,"(217) 352-9433 - Voice",,,,,
545,,14534,,,,"(217) 352-7961 - Voice",,,,,
546,,14541,,,,"(217) 352-7961 - Voice",,,,,
547,,14543,,,,"(217) 352-7961 - Voice",,,,,
548,,14547,,,,"(217) 352-7961 - Voice",,,,,
549,,14551,,,,"(217) 352-7961 - Voice",,,,,
550,,14555,,,,"(217) 352-7961 - Voice",,,,,
551,,14559,,,,"(217) 352-7961 - Voice",,,,,
552,,14561,,,,"(217) 352-7961 - Voice",,,,,
553,,14562,,,,"(217) 352-7961 - Voice",,,,,
554,,14563,,,,"(217) 352-7961 - Voice",,,,,
555,,14564,,,,"(217) 352-7961 - Voice",,,,,
556,,30760,,,,"(217) 531-4342 - Voice - Program Coordinator",,,,,
557,,30761,,,,"(217) 531-4342 - Voice - Program Coordinator",,,,,
558,,30762,,,,"(217) 531-4342 - Voice - Program Coordinator",,,,,
559,,14542,,,,"(217) 893-0832 - Voice",,,,,
560,,14544,,,,"(217) 893-0832 - Voice",,,,,
561,,14548,,,,"(217) 893-0832 - Voice",,,,,
562,,14552,,,,"(217) 893-0832 - Voice",,,,,
563,,14556,,,,"(217) 893-0832 - Voice",,,,,
564,,16205,,,,"(217) 893-0832 - Voice",,,,,
565,,21387,,,,"(217) 893-0832 - Voice",,,,,
566,,21388,,,,"(217) 893-0832 - Voice",,,,,
567,,25088,,,,"(217) 244-9494 - Voice",,,,,
568,,14200,,,,"(217) 344-8455 - Voice",,,,,
569,,14201,,,,"(217) 344-8455 - Voice",,,,,
570,,14202,,,,"(217) 344-8455 - Voice",,,,,
571,,14203,,,,"(217) 344-8455 - Voice",,,,,
572,,14204,,,,"(217) 344-8455 - Voice",,,,,
573,,14205,,,,"(217) 344-8455 - Voice",,,,,
574,,14206,,,,"(217) 344-8455 - Voice",,,,,
575,,14145,,,,"(217) 384-3616 - Voice",,,,,
576,,20541,,,,"(217) 384-3616 - Voice",,,,,
577,,20615,,,,"(217) 384-3616 - Voice",,,,,
578,,14467,,,,"(217) 356-7687 - Voice",,,,,
579,,21074,,,,"(217) 356-7687 - Voice",,,,,
580,,21075,,,,"(217) 356-7687 - Voice",,,,,
581,,21076,,,,"(217) 356-7687 - Voice",,,,,
582,,31621,,,,"(217) 356-7687 - Voice",,,,,
583,,14450,,,,"(217) 351-2221 - Voice",,,,,
584,,14654,,,,"(810) 328-3272 - Voice - Amanda Bryan",,,,,
585,,14655,,,,"(810) 328-3272 - Voice - Amanda Bryan",,,,,
586,,22984,,,,"(810) 328-3272 - Voice - Amanda Bryan",,,,,
587,,14096,,,,"(217) 356-9176 - Voice",,,,,
588,,14097,,,,"(217) 356-9176 - Voice",,,,,
589,,14098,,,,"(217) 356-9176 - Voice",,,,,
590,,14128,,,,"(217) 356-9176 - Voice",,,,,
591,,14130,,,,"(217) 356-9176 - Voice",,,,,
592,,19329,,,,"(217) 356-9176 - Voice",,,,,
593,,19473,,,,"(217) 356-9176 - Voice",,,,,
594,,14600,,,,"(217) 337-2778 - Voice",,,,,
595,,14601,,,,"(217) 337-2778 - Voice",,,,,
596,,21274,,,,"(217) 337-2778 - Voice",,,,,
597,,21288,,,,"(217) 328-3301 - Voice",,,,,
598,,14420,,,,"(217) 356-6232 - Voice - Thurs, 10am-12pm",,,,,
599,,14138,,,,"(217) 351-2437 - Voice - Main Office",,,,,
600,,14247,,,,,,,,,
601,,14658,,,,"(217) 398-2580 - Voice",,,,,
602,,20523,,,,"(217) 398-2580 - Voice",,,,,
603,,14689,,,,"(217) 344-7233 - Voice",,,,,
604,,22933,,,,"(217) 359-6636 - Voice",,,,,
605,,14628,,,,"(217) 351-1853 - Voice",,,,,
606,,14629,,,,"(217) 351-1853 - Voice",,,,,
607,,14627,,,,"(217) 369-4958 - Voice - Minnie Pearson",,,,,
608,,14445,,,,"(217) 352-5118 - Voice",,,,,
609,,21344,,,,"(217) 352-5118 - Voice",,,,,
610,,24173,,,,"(217) 352-5118 - Voice",,,,,
611,,14549,,,,"(217) 351-2580 - Voice",,,,,
612,,14550,,,,"(217) 351-2580 - Voice",,,,,
613,,14641,,,,"(217) 355-2662 - Voice",,,,,
614,,14642,,,,"(217) 355-2662 - Voice",,,,,
615,,14422,,,,"(217) 353-4932 - Voice - Buckle-up line",,,,,
616,,14423,,,,"(217) 353-4932 - Voice - Buckle-up line",,,,,
617,,14424,,,,"(217) 353-4932 - Voice - Buckle-up line",,,,,
618,,14667,,,,"(217) 355-5654 - Voice",,,,,
619,,14668,,,,"(217) 355-5654 - Voice",,,,,
620,,14669,,,,"(217) 355-5654 - Voice",,,,,
621,,14670,,,,"(217) 355-5654 - Voice",,,,,
622,,14672,,,,"(217) 355-5654 - Voice",,,,,
623,,14427,,,,"(217) 352-5151 - Voice",,,,,
624,,14809,,,,"(217) 333-7672 - Voice",,,,,
625,,14811,,,,"(217) 333-7672 - Voice",,,,,
626,,23979,,,,"(217) 333-7672 - Voice",,,,,
627,,14813,,,,"(217) 353-0740 - Voice",,,,,
628,,14814,,,,"(217) 353-0740 - Voice",,,,,
629,,14770,,,,"(217) 384-3530 - Voice",,,,,
630,,14771,,,,"(217) 384-3530 - Voice",,,,,
631,,14815,,,,"(708) 782-4608 - Voice",,,,,
632,,14816,,,,"(708) 782-4608 - Voice",,,,,
633,,14032,,,,"(217) 383-3311 - Voice",,,,,
634,,14033,,,,"(217) 383-3311 - Voice",,,,,
635,,14034,,,,"(217) 383-3311 - Voice",,,,,
636,,14035,,,,"(217) 383-3311 - Voice",,,,,
637,,14037,,,,"(217) 383-3311 - Voice",,,,,
638,,19100,,,,"(217) 383-3311 - Voice",,,,,
639,,21280,,,,"(217) 383-3311 - Voice",,,,,
640,,21281,,,,"(217) 383-3311 - Voice",,,,,
641,,21282,,,,"(217) 383-3311 - Voice",,,,,
642,,21283,,,,"(217) 383-3311 - Voice",,,,,
643,,22729,,,,"(217) 893-7700 - Voice",,,,,
644,,22730,,,,"(217) 893-7700 - Voice",,,,,
645,,14043,,,,"(217) 383-4375 - Voice",,,,,
646,,14044,,,,"(217) 352-5179 - Voice",,,,,
647,,14045,,,,"(217) 352-5179 - Voice",,,,,
648,,14046,,,,"(800) 200-6804 - Toll-free - Runaway Crisis Hotline",,,,,
649,,14047,,,,"(800) 200-6804 - Toll-free - Runaway Crisis Hotline",,,,,
650,,14048,,,,"(217) 352-5179 - Voice",,,,,
651,,14705,,,,"(217) 352-5179 - Voice",,,,,
652,,14706,,,,"(217) 352-5179 - Voice",,,,,
653,,14159,,,,"(855) 462-0100 - Toll-free",,,,,
654,,30698,,,,"(855) 462-0100 - Toll-free",,,,,
655,,30699,,,,"(855) 462-0100 - Toll-free",,,,,
656,,31996,,,,"(855) 462-0100 - Toll-free",,,,,
657,,14134,,,,"(217) 819-3556 - Voice",,,,,
658,,14135,,,,"(217) 819-3556 - Voice",,,,,
659,,14136,,,,"(217) 819-3556 - Voice",,,,,
660,,14146,,,,"(217) 328-3313 - Voice - Main Line",,,,,
661,,14479,,,,"(217) 278-3344 - Voice",,,,,
662,,21355,,,,,,,,,
663,,14480,,,,"(217) 892-8773 - Voice",,,,,
664,,14659,,,,"(217) 359-1791 - Voice",,,,,
665,,14660,,,,"(217) 359-1791 - Voice",,,,,
666,,24247,,,,"(217) 359-1791 - Voice",,,,,
667,,14472,,,,"(217) 352-9827 - Voice",,,,,
668,,14598,,,,"(217) 337-2778 - Voice",,,,,
669,,14599,,,,"(217) 337-2778 - Voice",,,,,
670,,21313,,,,"(217) 398-2580 - Voice",,,,,
671,,15202,,,,"(217) 352-8748 - Voice - By appointment",,,,,
672,,14690,,,,"(217) 344-1292 - Voice - Homestead Apartments",,,,,
673,,14773,,,,"(217) 328-0132 - Voice - Crystal View",,,,,
674,,14637,,,,,,,,,
675,,14158,,,,"(217) 351-4545 - Voice",,,,,
676,,15652,,,,"(217) 351-4545 - Voice",,,,,
677,,15152,,,,"(815) 347-3064 - Voice - Holly",,,,,
678,,17670,,,,"(815) 347-3064 - Voice - Holly",,,,,
679,,14553,,,,"(217) 351-2580 - Voice",,,,,
680,,14554,,,,"(217) 351-2580 - Voice",,,,,
681,,15163,,,,,,,,,
682,,15164,,,,,,,,,
683,,22167,,,,"(217) 351-2200 - Voice - College Switchboard",,,,,
684,,14682,,,,"(217) 333-0041 - Voice",,,,,
685,,21352,,,,"(217) 333-0041 - Voice",,,,,
686,,14803,,,,"(217) 351-9144 - Voice",,,,,
687,,22352,,,,"(217) 351-9144 - Voice",,,,,
688,,14640,,,,"(217) 355-2662 - Voice",,,,,
689,,14676,,,,"(217) 355-5654 - Voice",,,,,
690,,14678,,,,"(217) 355-5654 - Voice",,,,,
691,,21275,,,,"(217) 355-5654 - Voice",,,,,
692,,22987,,,,"(217) 355-5654 - Voice",,,,,
693,,14680,,,,"(217) 367-2665 - Voice - M-Th, 4:30-5:00pm",,,,,
694,,15150,,,,"(217) 328-6170 - Voice",,,,,
695,,21292,,,,"(217) 328-6170 - Voice",,,,,
696,,14805,,,,"(217) 333-1889 - Voice",,,,,
697,,14523,,,,"(217) 367-1544 - Voice",,,,,
698,,22764,,,,"(217) 367-1544 - Voice",,,,,
699,,29837,,,,"(708) 782-4608 - Voice",,,,,
700,,14457,,,,"(217) 384-2456 - Voice - Mayor's Office",,,,,
701,,14635,,,,"(217) 367-4057 - Voice - Main Number",,,,,
702,,24098,,,,"(217) 367-4057 - Voice - Main Number",,,,,
703,,14463,,,,"(217) 384-2320 - Voice",,,,,
704,,14609,,,,"(217) 384-3600 - Voice",,,,,
705,,14023,,,,"(217) 383-3311 - Voice",,,,,
706,,14027,,,,"(217) 383-3311 - Voice",,,,,
707,,14029,,,,"(217) 383-3311 - Voice",,,,,
708,,30937,,,,,,,,,
709,,14024,,,,"(217) 365-6200 - Voice",,,,,
710,,21329,,,,"(217) 365-6200 - Voice",,,,,
711,,14025,,,,"(217) 255-9500 - Voice",,,,,
712,,21330,,,,"(217) 255-9500 - Voice",,,,,
713,,21331,,,,"(217) 255-9500 - Voice",,,,,
714,,14039,,,,"(217) 383-3487 - Voice",,,,,
715,,14040,,,,,,,,,
716,,14041,,,,"(217) 383-3488 - Voice",,,,,
717,,22727,,,,"(217) 586-8400 - Voice",,,,,
718,,22728,,,,"(217) 586-8400 - Voice",,,,,
719,,14707,,,,"(217) 352-5179 - Voice",,,,,
720,,14049,,,,"(217) 384-9065 - Voice",,,,,
721,,14050,,,,"(217) 384-9065 - Voice",,,,,
722,,14051,,,,"(217) 352-6533 - Voice",,,,,
723,,14062,,,,"(217) 352-6533 - Voice",,,,,
724,,14064,,,,"(217) 352-6533 - Voice",,,,,
725,,21390,,,,"(217) 352-6533 - Voice",,,,,
726,,23885,,,,"(217) 352-6533 - Voice",,,,,
727,,24594,,,,"(217) 373-4200 - Voice - 24/7",,,,,
728,,14150,,,,"(217) 328-3313 - Voice - Main Line",,,,,
729,,14151,,,,"(217) 384-1226 - Voice - LIHEAP",,,,,
730,,14153,,,,"(217) 328-3313 - Voice - Main Line",,,,,
731,,14154,,,,"(217) 328-3313 - Voice - Main Line",,,,,
732,,14155,,,,"(217) 328-3313 - Voice - Main Line",,,,,
733,,14156,,,,"(217) 328-3313 - Voice - Main Line",,,,,
734,,14157,,,,"(217) 328-3313 - Voice - Main Line",,,,,
735,,14163,,,,"(217) 328-3313 - Voice - Main Line",,,,,
736,,14164,,,,"(217) 328-3313 - Voice - Main Line",,,,,
737,,14215,,,,"(877) 548-4205 - Voice - COVID Rent Funds",,,,,
738,,22060,,,,"(217) 328-3313 - Voice - Main Line",,,,,
739,,22089,,,,"(217) 328-3313 - Voice - Main Line",,,,,
740,,22585,,,,"(217) 819-4117 - Voice",,,,,
741,,31019,,,,"(217) 384-1226 - Voice - LIHEAP",,,,,
742,,31622,,,,"(877) 548-4205 - Voice - COVID Rent Funds",,,,,
743,,31655,,,,"(217) 384-1226 - Voice - LIHEAP",,,,,
744,,21236,,,,"(217) 819-4569 - Voice",,,,,
745,,14199,,,,"(217) 384-4144 - Voice",,,,,
746,,30602,,,,"(217) 384-4144 - Voice",,,,,
747,,14208,,,,"(217) 893-1530 - Voice",,,,,
748,,22474,,,,"(217) 893-1530 - Voice",,,,,
749,,14214,,,,"(217) 607-0546 - Voice",,,,,
750,,31476,,,,"(217) 239-4220 - Voice",,,,,
751,,31477,,,,"(217) 239-4220 - Voice",,,,,
752,,31478,,,,"(217) 239-4220 - Voice",,,,,
753,,14287,,,,"(217) 359-9622 - Voice",,,,,
754,,14289,,,,"(217) 359-9622 - Voice",,,,,
755,,14290,,,,"(217) 359-9622 - Voice",,,,,
756,,14291,,,,"(217) 359-9622 - Voice",,,,,
757,,14292,,,,"(217) 344-1120 - Voice - Thurs, 5-7pm.",,,,,
758,,20036,,,,"(217) 344-1120 - Voice - Wed, 11-1pm; 1st & 3rd Sat, 10-12:00pm",,,,,
759,,31801,,,,"(217) 403-5402 - Voice - COVID-19 Care Line",,,,,
760,,14299,,,,"(217) 403-5477 - Voice",,,,,
761,,14300,,,,"(217) 359-7404 - Voice - Mobile Clinic",,,,,
762,,14301,,,,"(217) 359-7404 - Voice - Mobile Clinic",,,,,
763,,22794,,,,"(217) 693-4660 - Voice",,,,,
764,,22795,,,,"(217) 693-4660 - Voice",,,,,
765,,14636,,,,"(217) 384-3076 - Voice",,,,,
766,,14307,,,,"(217) 344-5455 - Voice",,,,,
767,,18685,,,,"(217) 344-5455 - Voice",,,,,
768,,14311,,,,"(217) 355-5437 - Voice",,,,,
769,,22988,,,,"(217) 337-2731 - Voice - Administration",,,,,
770,,1506,,,,"(309) 663-0361 - Voice",,,,,
771,,14335,,,,"(217) 359-0507 - Voice",,,,,
772,,14337,,,,"(217) 359-0507 - Voice",,,,,
773,,14338,,,,"(217) 359-0507 - Voice",,,,,
774,,19615,,,,"(217) 359-0507 - Voice",,,,,
775,,31109,,,,"(217) 819-5113 - Voice - To register for classes or make an appointment",,,,,
776,,14349,,,,"(217) 356-1925 - Voice",,,,,
777,,14351,,,,"(217) 356-1925 - Voice",,,,,
778,,14352,,,,"(217) 356-1925 - Voice",,,,,
779,,15866,,,,"(217) 373-7832 - Voice - Salvation Army",,,,,
780,,19277,,,,"(217) 373-7832 - Voice",,,,,
781,,19289,,,,"(217) 373-7832 - Voice",,,,,
782,,22423,,,,"(217) 373-7832 - Voice",,,,,
783,,22986,,,,"(217) 369-9344 - Voice - Canteen Run",,,,,
784,,23304,,,,"(217) 278-9897 - Voice",,,,,
785,,25049,,,,"(217) 373-7832 - Voice",,,,,
786,,29718,,,,"(217) 373-7832 - Voice",,,,,
787,,31880,,,,"(217) 369-9344 - Voice - Canteen Run",,,,,
788,,14384,,,,"(217) 244-1395 - Voice",,,,,
789,,14487,,,,"(217) 384-1204 - Voice - General Inquiries",,,,,
790,,16281,,,,"(217) 384-1240 - Voice - Downtown Jail",,,,,
791,,16291,,,,"(217) 384-1243 - Voice - Satellite Jail-Urbana",,,,,
792,,14516,,,,"(217) 384-2447 - Voice",,,,,
793,,14517,,,,"(217) 384-2447 - Voice",,,,,
794,,14518,,,,"(217) 384-2447 - Voice",,,,,
795,,14540,,,,"(217) 384-2447 - Voice",,,,,
796,,31891,,,,"(217) 384-2447 - Voice",,,,,
797,,31892,,,,"(217) 384-2447 - Voice",,,,,
798,,14587,,,,"(217) 892-6800 - Voice",,,,,
799,,14588,,,,"(217) 586-4456 - Voice",,,,,
800,,14590,,,,"(217) 384-3776 - Voice",,,,,
801,,14591,,,,"(217) 333-8911 - Voice - Dispatch, Non-Emergency",,,,,
802,,14592,,,,"(217) 333-8911 - Voice - METCAD",,,,,
803,,14593,,,,"(217) 586-5533 - Voice - Records/Administration",,,,,
804,,14626,,,,"(217) 239-0142 - Voice",,,,,
805,,15137,,,,"(217) 239-0142 - Voice",,,,,
806,,15139,,,,"(217) 239-0142 - Voice",,,,,
807,,31920,,,,"(217) 328-3313 - Voice - Main Line",,,,,
808,,14165,,,,"(217) 531-8282 - Voice",,,,,
809,,14217,,,,"(217) 239-5933 - Voice",,,,,
810,,14160,,,,"(217) 403-2070 - Voice",,,,,
811,,14161,,,,"(217) 403-2090 - Voice",,,,,
812,,15113,,,,"(217) 359-7937 - Voice",,,,,
813,,14196,,,,"(217) 819-4569 - Voice",,,,,
814,,20056,,,,"(217) 819-4569 - Voice",,,,,
815,,20057,,,,"(217) 819-4569 - Voice",,,,,
816,,20659,,,,"(217) 819-4569 - Voice",,,,,
817,,23900,,,,"(217) 607-0546 - Voice",,,,,
818,,23901,,,,"(217) 607-0546 - Voice",,,,,
819,,14258,,,,"(217) 819-1976 - Voice",,,,,
820,,14262,,,,"(217) 586-6323 - Voice",,,,,
821,,14279,,,,"(217) 892-8777 - Voice",,,,,
822,,14282,,,,"(217) 892-8777 - Voice",,,,,
823,,14283,,,,"(217) 239-4220 - Voice",,,,,
824,,14284,,,,"(217) 239-4220 - Voice",,,,,
825,,14285,,,,"(217) 239-4220 - Voice",,,,,
826,,14286,,,,"(217) 239-4220 - Voice",,,,,
827,,14293,,,,"(217) 356-1558 - Voice",,,,,
828,,14294,,,,"(217) 356-1558 - Voice",,,,,
829,,14295,,,,"(217) 356-1558 - Voice",,,,,
830,,14296,,,,"(217) 356-1558 - Voice",,,,,
831,,14297,,,,"(217) 356-1558 - Voice",,,,,
832,,14298,,,,"(217) 356-1558 - Voice",,,,,
833,,20728,,,,"(217) 356-1558 - Voice",,,,,
834,,22796,,,,"(217) 356-1558 - Voice",,,,,
835,,31800,,,,"(217) 403-5402 - Voice - COVID-19 Care Line",,,,,
836,,14312,,,,"(217) 782-3397 - Voice",,,,,
837,,14327,,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
838,,14328,,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
839,,14329,,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
840,,14330,,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
841,,20561,,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
842,,20619,,,,"(217) 337-2730 - Voice - Crisis Line",,,,,
843,,14353,,,,"(217) 356-1925 - Voice",,,,,
844,,14364,,,,"(217) 373-7832 - Voice",,,,,
845,,14365,,,,"(217) 373-7832 - Voice",,,,,
846,,14367,,,,"(217) 373-7832 - Voice",,,,,
847,,14368,,,,"(217) 373-7832 - Voice",,,,,
848,,14370,,,,"(217) 278-9897 - Voice",,,,,
849,,14371,,,,"(217) 278-9897 - Voice",,,,,
850,,14372,,,,"(217) 278-9897 - Voice",,,,,
851,,14373,,,,"(217) 373-7832 - Voice",,,,,
852,,14375,,,,"(217) 373-7832 - Voice",,,,,
853,,14385,,,,"(217) 244-1395 - Voice",,,,,
854,,14386,,,,"(217) 352-6220 - Voice",,,,,
855,,14421,,,,,,,,,
856,,14451,,,,,,,,,
857,,14452,,,,,,,,,
858,,14439,,,,"(217) 621-1090 - Voice",,,,,
859,,14440,,,,"(217) 621-1090 - Voice",,,,,
860,,14441,,,,"(217) 621-1090 - Voice",,,,,
861,,14462,,,,"(217) 384-2455 - Voice",,,,,
862,,14573,,,,,,,,,
863,,14574,,,,,,,,,
864,,14578,,,,,,,,,
865,,21699,,,,,,,,,
866,,14580,,,,"(217) 337-2000 - Voice",,,,,
867,,14583,,,,"(217) 337-2000 - Voice",,,,,
868,,14586,,,,"(217) 337-2000 - Voice",,,,,
869,,20065,,,,"(217) 337-2130 - Voice - Behavioral Health Unit",,,,,
870,,20066,,,,"(217) 337-2130 - Voice - Behavioral Health Unit",,,,,
871,,31890,,,,"(217) 337-2000 - Voice",,,,,
872,,15140,,,,"(217) 239-0142 - Voice",,,,,
873,,15141,,,,"(217) 239-0142 - Voice",,,,,
874,,15143,,,,"(217) 239-0142 - Voice",,,,,
875,,15841,,,,"(217) 239-0142 - Voice",,,,,
876,,14681,,,,"(217) 893-9350 - Voice",,,,,
877,,14687,,,,"(217) 586-5757 - Voice",,,,,
878,,31558,,,,"(217) 903-5900 - Voice",,,,,
879,,14782,,,,"(217) 384-3760 - Voice",,,,,
880,,14784,,,,"(217) 403-8830 - Voice",,,,,
881,,14785,,,,"(217) 403-7070 - Voice",,,,,
882,,14787,,,,"(217) 403-7070 - Voice",,,,,
883,,14788,,,,"(217) 403-7070 - Voice",,,,,
884,,1517,,,,"(217) 786-6857 - Voice - Intake - Questions Only - 24/7",,,,,
885,,14950,,,,"(217) 351-3881 - Voice",,,,,
886,,14964,,,,"(888) 444-2359 - Toll-free",,,,,
887,,15153,,,,"(217) 351-3841 - Voice",,,,,
888,,15334,,,,"(217) 384-3505 - Voice",,,,,
889,,15336,,,,"(217) 384-3505 - Voice",,,,,
890,,15867,,,,"(217) 356-5164 - Voice",,,,,
891,,15868,,,,"(217) 356-5164 - Voice",,,,,
892,,15869,,,,"(217) 356-5164 - Voice",,,,,
893,,24476,,,,"(217) 417-5897 - Voice - La Linea Immigrant Helpline",,,,,
894,,31703,,,,"(217) 417-5897 - Voice - La Linea Immigrant Helpline",,,,,
895,,31704,,,,"(217) 417-5897 - Voice - La Linea Immigrant Helpline",,,,,
896,,1581,,,,"(217) 693-4580 - Voice - Intake/Admission",,,,,
897,,10228,,,,"(217) 693-4580 - Voice - Intake/Admission",,,,,
898,,22810,,,,"(217) 693-4580 - Voice - Intake/Admission",,,,,
899,,31140,,,,"(844) 711-5106 - Voice - Intake/New Clients",,,,,
900,,31141,,,,"(844) 711-5106 - Voice - Intake/New Clients",,,,,
901,,31158,,,,"(844) 711-5106 - Voice - Intake/New Clients",,,,,
902,,17386,,,,"(217) 893-4673 - Voice",,,,,
903,,17387,,,,"(217) 893-4673 - Voice",,,,,
