id,name,alternate_name,description,email,url,tax_status,tax_id,year_incorporated,legal_status
256,"Crisis Nursery - Champaign County",,,,http://www.crisisnursery.net,,,,
257,"Habitat for Humanity of Champaign County",ReStor,,info@cuhabitat.org,http://www.cuhabitat.org,,,,
258,"NAMI Champaign","nami cc, NAMI Champaign County, national alliance on mental illness champaign count",,champaignnami@aol.com,http://www.namichampaign.org,,,,
259,"Champaign County Sheriff","Champaign Sheriff, Champaign Urbana Sheriff, Champaign-Urbana Sherif",,sheriff@co.champaign.il.us,http://www.co.champaign.il.us/sheriff,,,,
261,"City of Urbana Grants Management Division",,,,http://urbanaillinois.us,,,,
262,"Cultivadores Latino Center","Champaign Latina Center, Cultivadores Kids Clu",,cultivadoreslatinos@gmail.com,http://www.cultivadorescentrodevida.org,,,,
263,"METCAD 9-1-1","metcad 91",,,http://www.metcad911.org,,,,
264,"Rantoul Police Department",,,police@myrantoul.com,http://www.village.rantoul.il.us/338/Police-Department,,,,
265,"Mahomet Police Department",,,mahometpolice@police.mahomet-il.gov,http://www.mahomet-il.gov/,,,,
266,"Cognition Works, Inc.",,,info@cognitionworks.org,http://www.cognitionworks.org,,,,
267,"City of Champaign Office of Equity, Community, and Human Rights","City of Champaign Community Relations Offic",,CommunityRelations@champaignil.gov,http://www.champaigncommunitycoalition.org,,,,
268,"City of Champaign Neighborhood Services Department",,,neighborhoodservices@champaignil.gov,http://www.champaignil.gov,,,,
269,"Champaign Unit #4 Prekindergarten Program","Champaign Pre-K, Champaign Prekindergarte",,dearinch@u4sd.org,http://www.champaignschools.org,,,,
270,"Champaign Park District",,,info@champaignparks.com,http://www.champaignparks.com,,,,
271,"Urbana Early Childhood School",,,cvowels@usd116.org,http://www.usd116.org/uecs,,,,
272,"Austin's Place Emergency Shelter for Women",,,kelkem@aol.com,http://shelter-austinsplace.weebly.com,,,,
273,"OSF Heart of Mary Medical Center","Presence Covenant Medical Center, Promise Healthcare, Provena Covenant Medical Cente",,,http://www.osfhealthcare.org/heart-of-mary,,,,
274,"Village of Rantoul Official Website",,,,http://www.village.rantoul.il.us,,,,
275,"Village of Mahomet Official Website",,,villageofmahomet@mahomet-il.gov,http://www.mahomet.govoffice.com,,,,
276,"Champaign County Official Website",,,,http://www.co.champaign.il.us,,,,
277,"Rantoul Township",,,rantoultownship1@aol.com,,,,,
278,"Mahomet Township",,,,,,,,
279,"Eden Supportive Living",,,info@edenchampaign.com,http://www.edenslf.com,,,,
280,"Senior Citizens Assessment Freeze Homestead Exemption",,,Assessor@co.champaign.il.us,http://www.co.champaign.il.us/ccao,,,,
281,"Co-Dependents Anonymous (CoDA)","codependents anonymou",,info@coda.org,http://www.coda.org,,,,
283,"Champaign Unit #4 Special Education Department",,,,http://www.champaignschools.org,,,,
284,"Children's Advocacy Center of Champaign County","CAC of Champaign County, Champaign County CAC, Champaign County Child Advocacy Center, Champaign County Children's Advocacy Center, Child Advocacy Center of Champaign Count",,cacmail@co.champaign.il.us,http://champaigncac.com,,,,
285,"Fraternal Order of Police Illini Lodge 17","FOP Illini Lodge 1",,illini17@fop.net,http://facebook.com/illinilodge17/,,,,
286,"Urbana High School Student Senate - Thanksgiving Dinner","Urbana High School Thanksgiving Dinne",,,,,,,
287,"Swann Special Care Center",,,kym@swanncare.com,http://www.swanncare.com,,,,
289,"Champaign County Probation and Court Services","Champaign County Court Services, Champaign County Juvenile Detention Cente",,courtservices@co.champaign.il.us,http://www.co.champaign.il.us,,,,
290,"Champaign County Public Defender",,,pd@co.champaign.il.us,http://www.co.champaign.il.us,,,,
291,"Sadorus Community Food Pantry","Sadorus Food Pantr",,edtera@aol.com,,,,,
292,"Mahomet Helping Hands","Helping Hands of Mahome",,,,,,,
293,"Otto Real Estate",,,w.otto@eqdirectusa.com,http://www.ottorealestateinc.com/main.html,,,,
294,"CTF ILLINOIS","Charleston Transitional Facilities, Charleston Transitional Facilit",,info@ctfillinois.org,http://www.ctfillinois.org,,,,
295,"Transitions Hospice",,,info@transitionshospice.com,http://transitionshospice.com,,,,
296,"Safe Families for Children",,,mloomis@safefamilies.net,http://www.safe-families.org,,,,
297,"Prairieview Lutheran Home","Faith Place Memory Care, Luther Place Independent and Assisted Livin",,pvlh@prairieviewlutheran.com,http://www.prairieviewlutheran.com,,,,
298,"Goodwill of Central Illinois - Corporate Office",,,,http://www.goodwillpeo.org,,,,
299,"Legal Self-Help Center - Champaign County","Champaign County Legal Self Help Center, Champaign County Legal Self-Help Center, Legal Self Help Center - Champaign Count",,cccircuitclerk@co.champaign.il.us,http://champaign.illinoislegalaid.org,,,,
302,"Broadlands Food Pantry",,,,,,,,
303,"Douglas County Health Department","Douglas County Health Department, Douglas County Health Department and Dental Clini",,clinic@douglascountyil.com,http://www.dchealthdept.org,,,,
304,"Illinois Premise Alert Program",,,,http://www.ilga.gov/legislation/ilcs/ilcs3.asp?ActID=3159&ChapterID=39,,,,
305,"New American Welcome Center at the University YMCA","La Linea Compartida, La Linea University YMCA, LaLinea, LaLinea and Latino Partnershi",,lalinea@universityymca.org,http://www.facebook.com/ynawc,,,,
306,"Hope Meadows","Generations of Hope, Hope Meadows, Hope Meadows - The Fist Generations of Hope Communit",,contact@hopemeadows.org,http://www.hopemeadows.org,,36-3528945,,
307,"Access Wireless",,,,http://www.accesswireless.com,,,,
308,"Prairie State Women’s Health",,,prairiestatewh@gmail.com,,,,,
309,"Gardant Management Solutions",,,info@gardant.com,http://www.Gardant.com,,,,
310,"Petersen Health Care",,,,http://www.petersenhealthcare.net,,,,
311,"Community Health Partnership of Illinois",,,,http://www.chpofil.org,,,,
312,"OSF Home Care and Hospice - Champaign",,,,http://www.presencehealth.org/home-care-and-hospice,,,,
313,"Lawyers' Committee for Better Housing","Lawyers Committee for Better Housin",,,http://www.lcbh.org,,,,
314,"Illinois Radio Reader (IRR)",IR,,will-irr@illinois.edu,http://www.will.illinois.edu/illinoisradioreader,,,,
315,"Comcast Internet Essentials",,,,http://www.internetessentials.com,,,,
316,"Harbor Light Hospice",,,info@harborlighthospice.com,http://www.harborlighthospice.com,,,,
318,"Eastern Illinois Foodbank",,,marketing@eifoodbank.org,http://www.eifoodbank.org,,,,
319,"Mahomet Public Library",,,staff@mahometpubliclibrary.org,http://mahometpubliclibrary.org,,,,
320,"Rantoul Recreation Department",,,,http://www.village.rantoul.il.us/recreation,,,,
321,"Village of Rantoul Community Development",,,,http://www.myrantoul.com,,,,
322,"Community Resource & Counseling Center","4CRCC, Community Resource and Counseling Center, CRCC, Paxton Counseling Cente",,info@4crcc.org,http://www.4crcc.com,,,,
323,"Tap In Leadership Academy","Head Start School, Tap In Leadership Academy, Tap In Prep Academy, YES! Chicag",,questions@tapinacademy.org,https://www.facebook.com/pg/tapinleadershipacademy/about/?ref=page_internal,,27-3511477,,
324,"Champaign Unit #4 Center for Family and Community Engagement",,,,http://www.champaignschools.org/facilities/family-information-center,,,,
325,"Cunningham Children's Home","Circle Academy, Cunningham Childrens Home, Cunningham Residential Treatment Center, ECHO Housing and Employment Supports, Goodman Cottage, HopeSprings Counseling Services, Kendall Gill Boys G",,cch@cunninghamhome.org,http://www.cunninghamhome.org,,,,
326,Clark-Lindsey,,,,http://www.clark-lindsey.com,,,,
327,"Holt-Sunny Ridge","Holt Sunny Ridge, HoltSunny Ridg",,illinois@holtsunnyridge.org,http://www.holtsunnyridge.org,,,,
328,"Champaign Church of the Brethren",,,church@cubrethren.org,http://cubrethren.org,,,,
329,"Windsor Road Christian Church",,,brummery@windsorroad.org,http://www.windsorroad.org,,,,
330,"University of Illinois at Urbana-Champaign","U of I, UIUC, Univeristy of Illinois Urbana-Champaig",,,http://www.illinois.edu,,,,
331,"Catholic Charities of Decatur","Catholic Charities Decatur, Catholic Charities Macon County, Catholic Charities of Macon County, Decatur Catholic Charities, Faith in Action of Macon Count",,,http://www.cc.dio.org,,,,
332,"Abundant Life in Christ II, Inc.","Ann's Hous",,abundant_life2@mail.com,,,,,
333,"The Giving Place",,,donnadownen@gmail.com,http://www.facebook.com/GivingPlaceTolono,,,,
334,"Faith United Methodist Church","Champaign Men's Shelter, Council of Service Providers to the Homeless (CSPH), C-U at Home Shelter, CU Mens Shelter, C-U Shelter, Men's Emergency Winter Shelter, Men's Winter Shelte",,info@champaignfaith.org,http://www.champaignfaith.org,,,,
335,"Mothers' Milk Bank of the Western Great Lakes","Mothers Milk Bank, Mother's Milk Ban",,info@milkbankwgl.org,http://www.milkbankwgl.org,,,,
336,"Farmworker and Landscaper Advocacy Project","Ayuda para Trabajadores, FLA",,asossa@flapillinois.org,http://www.flapillinois.org,,364306362,,
337,"Behavioral Wellness Center and Geriatric Behavioral Services","Gibson Area Hospital Behavioral Health, Gibson City Behavioral Service",,webmaster@gibsonhospital.org,http://www.gibsonhospital.org,,,,
338,"Rantoul Township High School",,,trishafreeman@rths193.org,http://www.rths193.org,,,,
339,"REBOOT Combat Recovery",,,rebootbn@outlook.com,http://www.rebootrecovery.com,,,,
340,"St. Andrew’s Lutheran Church and Campus Center",,,lutherancampuscenter@gmail.com,http://www.lutherancampuscenter.org,,,,
341,"Community United Church of Christ",CUC,,jubilee.cafe@community-ucc.org,http://www.facebook.com/jubileecafecucc,,,,
342,"Beautiful Life Senior Relocation Services",,,connect@beautifullifesrs.com,http://www.BLSRS.com,,,,
345,"Hope Counseling Inc.",,,admin@hopecounselinginc.com,http://www.hopecounselinginc.com,,,,
346,"Illinois Armed Forces Legal Network (IL-AFLAN)","AFLAN, ILAFLA",,zzarnow@iejf.org,http://www.ilaflan.org,,,,
347,"His Kid's Closet","Clothing Exchange, His Kids Close",,hiskidscloset@gmail.com,,,,,
348,"Adoption Information Center of Illinois (AICI)","Adoptions Unlimited Inc",,aici@adoptinfo-il.org,http://www.adoptinfo-il.org,,,,
349,"Alliance Against Intoxicated Motorists (AAIM)",,,info@aaim1.org,http://www.aaim1.org,,,,
350,"Canine Companions for Independence",CC,,,http://www.cci.org,,,,
354,"Gift of Hope Organ & Tissue Donor Network","Gift of Hope Organ and Tissue Donor Network, Regional Organ Bank of Illinoi",,info@giftofhope.org,http://www.GiftofHope.org,,,,
356,"Governor's Office Constituent Affairs",,,,http://www.illinois.gov/gov,,,,
357,"Huntington Disease Society of America - Illinois Chapter",HDS,,illinois@hdsavolunteer.org,http://illinois.hdsa.org,,,,
358,"Stop The Violence Project - Street Festivals","Back 2 School Block Party, Back 2 School Parrty, Back To School Block Party, Back To School Party, Stop The Violence Project Street Festiva",,stoptheviolenceproject@aol.com,http://www.stoptheviolenceproject.net,,,,
359,"New Frontier Company",,,jrichards@nfcompanies.com,http://www.nfcompanies.com/,,,,
360,"Elliott Counseling Group",,,staff@ecgstaff.com,http://www.elliottcounselinggroup.com,,,,
362,"Champaign County Animal Control",,,animalcontrol@co.champaign.il.us,http://www.co.champaign.il.us/AnimalControl/AnimalControl.php,,,,
363,"NorthShore MOMS Line","North Shore Moms Line, Perinatal Depression Hotline, Postpartum Depression Hotlin",,,http://www.northshore.org/pediatrics/specialty-programs/neonatology/perinatal-family-support-center/perinatal-depression-program/,,,,
364,"Postpartum Support International (PSI)",,,support@postpartum.net,http://www.postpartum.net,,,,
366,"Kleppin & Associates LLC",,,mkleppin92101@yahoo.com,http://www.kleppinandassociates.com,,,,
367,"CU One-to-One (CU 1-to-1)","cu 1to1, CU Mentoring, One to One Mentorin",,smithla@u4sd.org,http://www.cu1to1.org,,,,
369,"LifeLinks Mental Health","Life Link",,,http://www.lifelinksinc.org,,,,
371,"AMVETS Department of Illinois",,,ashley@ilamvets.org,http://www.ilamvets.org,,,,
372,"Brain Injury Association of Illinois",BIAI,,info@biail.org,http://www.biail.org,,,,
374,"Coalition of Citizens with Disabilities in Illinois",,,outreach@ccdionline.org,http://www.ccdionline.org,,,,
377,"Family Support Network of Illinois",FS,,,http://www.familysupportnetwork.org,,,,
379,"Illinois Coalition Against Sexual Assault (ICASA)",,,sblack@icasa.org,http://www.icasa.org,,,,
380,"Illinois Coalition for Immigrant and Refugee Rights",ICIR,,info@icirr.org,http://www.icirr.org,,,,
381,"Illinois Commerce Commission (ICC)",,,consumer@icc.state.il.us,http://www.icc.illinois.gov,,,,
382,"Illinois Housing Development Authority",,,,http://www.ihda.org,,,,
386,"Learning Disabilities Association of Illinois","LDAIL, Learning Disabilities Association of Americ",,ldaofil@ameritech.net,http://www.ldaillinois.org,,,,
388,"National Multiple Sclerosis Society - Greater Illinois Chapter",,,cgic@ild.nmss.org,http://www.nationalmssociety.org/chapters/ILD/index.aspx,,,,
392,"Illinois Council on Problem Gambling",,,icpg1@aol.com,http://www.icpg.info,,,,
393,"Illinois Department of Insurance","Illinois Division of Insuranc",,DOI.InfoDesk@illinois.gov,http://insurance.illinois.gov/default.html,,,,
394,"Illinois Famillies for Hands & Voices","H&V, IFH&V, Illinois Families for Hands and Voices, Illinois Hand & Voices, Illinois Hands and Voice",,ilhandsandvoices@gmail.com,http://ilhandsandvoices.wordpress.com,,,,
395,"Illinois Hospice & Palliative Care Organization (IL-HPCO)",,,info@IL-HPCO.org,http://www.il-hpco.org,,,,
401,"Postpartum Depression Alliance of Illinois",,,support@ppdil.org,http://www.ppdil.org,,,,
403,"Safer Foundation",,,,https://www.saferfoundation.org,,,,
404,"Sierra Club - Illinois Chapter","Sierra Club Blackhawk Group, Sierra Club Chicago Group, Sierra Club Eagleview Group, Sierra Club Heart of Illinois Group, Sierra Club Kaskaskia Group, Sierra Club Northwest Cook Group, Sierra",,illinois.chapter@sierraclub.org,http://www.sierraclub.org/illinois/,,,,
405,"USO of Illinois, Inc.",,,,http://www.usoofillinois.org,,,,
409,"Rest-Oration Church","Restoration Churc",,biglargegreat@gmail.com,,,,,
410,"Countrybrook Apartments",,,countrybrook@ludwigco.com,http://www.ludwigco.com,,,,
412,"Rantoul Public Library",,,rantoullib@gmail.com,http://www.rantoul.lib.il.us,,,,
417,"Cornerstone Food Pantry","Cornerstone Fellowshi",,,http://www.facebook.com/cornerstoners,,,,
418,"Survivors of Suicide Loss Support Group",,,survivorsofsuicideloss.cu@gmail.com,https://afsp.org/,,,,
419,"Healthy Beginnings Nurse Family Partner",,,Healthybeginningsreferral@carle.com,http://cuhealthybeginnings.com,,,,
420,"Community Data Clinic",c*d*c,"The Community Data Clinic functions as a hub for developing community-centered solutions for a data-driven world",info@communitydataclinic.com,https://www.communitydataclinic.com/,,,2019,
421,"Champaign County 2-1-1 Resources","Champaign Resources","Network to support the information service",info@champaigncountyresources.net,http://www.champaigncountyresources.net,,,,
